id,source,original_text,type
749,IA_11.pdf_p9,"Example is P(Cavity)= P(Cavity,z)",diagram_extracted
750,IA_11.pdf_p9,▶ (cid is 80),diagram_extracted
751,IA_11.pdf_p10,"Probabilistic inference Probabilistic inference: the computation of conditional probabilities, given certain observations.",narrative
752,IA_11.pdf_p10,"Inference procedure: let’s consider the var X, E the list of evidence variables, e the list of observed values, Y the remaining unobserved vars.",narrative
753,IA_11.pdf_p10,"(cid:88) P(X|e) = αP(X,e) = α P(X,e,y) (1) y FII,UAIC Lecture12 AI2025/2026 10/53",narrative
754,IA_11.pdf_p10,"Probabilistic inference is the computation of conditional probabilities, given",diagram_extracted
755,IA_11.pdf_p10,"Inference procedure is let’s consider the var X, E the list of evidence",diagram_extracted
757,IA_11.pdf_p11,"Conditional probabilities: example toothache ¬toothache catch ¬catch catch ¬catch cavity 0.108 0.012 0.072 0.008 ¬cavity 0.016 0.064 0.144 0.576 P(cavity ∧toothache) 0.108+0.012 P(cavity|toothache)= = =0.6 P(toothache) 0.108+0.012+0.016+0.064 P(¬cavity|toothache)=0.4 P(Cavity|toothache)=αP(Cavity,toothache) =α[P(Cavity,toothache,catch)+P(Cavity,toothache,¬catch)] =α[⟨0.108,0.016⟩+⟨0.012,0.064⟩]=α⟨0.12,0.08⟩=⟨0.6,0.4⟩ Obs: the term 1/P(toothache) const - normalization const for the prob.",narrative
758,IA_11.pdf_p11,"distribution P(Cavity|toothche) FII,UAIC Lecture12 AI2025/2026 11/53",narrative
759,IA_11.pdf_p11,Conditional probabilities is example,diagram_extracted
760,IA_11.pdf_p11,Obs is the term 1/P(toothache) const - normalization const for the prob. distribution,diagram_extracted
761,IA_11.pdf_p12,"Content Introduction Inference Independence Bayes’ rule Bayesian networks Inference in Bayesian Networks FII,UAIC Lecture12 AI2025/2026 12/53",narrative
762,IA_11.pdf_p13,"Independence The variables X and Y are independent: P(X|Y) = P(X) or P(Y|X) = P(Y) or P(X,Y) = P(X)P(Y).",narrative
763,IA_11.pdf_p13,Example: add the var Weather.,narrative
764,IA_11.pdf_p13,Less information needed to specify the joint probability distribution.,narrative
765,IA_11.pdf_p13,The joint distribution can be factored into two distributions.,narrative
766,IA_11.pdf_p13,"FII,UAIC Lecture12 AI2025/2026 13/53",narrative
767,IA_11.pdf_p13,The variables X and Y are independent is P(X|Y) = P(X) or,diagram_extracted
768,IA_11.pdf_p13,Example is add the var Weather.,diagram_extracted
769,IA_11.pdf_p14,"Independence: example ▶ Use the product rule P(toothache,catch,cavity,cloudy)= P(cloudy|toothache,catch,cavity)P(toothache,catch,cavity) ▶ Obs: dental problems do not influence the weather and vice versa.",narrative
770,IA_11.pdf_p14,"P(cloudy|toothache,catch,cavity)=P(cloudy) independence (marginal, absolute) ▶ Deduce P(toothache,catch,cavity,cloudy)=P(cloudy)P(toothache,catch,cavity) and P(Toothache,Catch,Cavity,Weather)=P(Toothache,Catch,Cavity)P(Weather) FII,UAIC Lecture12 AI2025/2026 14/53",narrative
771,IA_11.pdf_p14,Independence is example,diagram_extracted
772,IA_11.pdf_p14,Obs is dental problems do not influence the weather and vice versa.,diagram_extracted
773,IA_11.pdf_p15,"Content Introduction Inference Independence Bayes’ rule Bayesian networks Inference in Bayesian Networks FII,UAIC Lecture12 AI2025/2026 15/53",narrative
774,IA_11.pdf_p16,"Bayes’ rule, ’73 Using the product rule: P(a∧b) = P(a|b)P(b) P(a∧b) = P(b|a)P(a) → P(a|b)P(b) P(b|a) = P(a) P(X|Y)P(Y) P(Y|X) = P(X) FII,UAIC Lecture12 AI2025/2026 16/53",narrative
775,IA_11.pdf_p17,"Bayes’s rule P(E|H)P(H) P(H|E) = P(E) ▶ H hypothesis, E evidence (comes from observed data) ▶ P(H|E) a posteriori probability of the hypothesis, given the evidence (posterior) ▶ P(E|H) likelihood: the probability of observing the evidence, given the hypothesis ▶ P(H) prior probability (the degree of confidence in the hypothesis) FII,UAIC Lecture12 AI2025/2026 17/53",narrative
776,IA_11.pdf_p17,"P(E|H) likelihood is the probability of observing the evidence, given",diagram_extracted
777,IA_11.pdf_p18,"Bayes’s rule We know the evidence (the effect of an unknown cause), and we want to find the cause: P(effect|cause)P(cause) P(cause|effect) = P(effect) Medical diagnosis: the doctor knows P(symptoms|disease) and identifies the diagnostic P(disease|symptoms).",narrative
778,IA_11.pdf_p18,"Example: P(s|m) = 0.7 the meningitis causes a stiff neck in 70% of cases, P(m) = 1/50000, P(s) = 0.01.",narrative
779,IA_11.pdf_p18,"P(s|m)P(m) 0.7·1/50000 P(m|s) = = = 0.0014 P(s) 0.01 FII,UAIC Lecture12 AI2025/2026 18/53",narrative
780,IA_11.pdf_p18,Medical diagnosis is the doctor knows P(symptoms|disease) and identifies,diagram_extracted
781,IA_11.pdf_p18,"Example is P(s|m) = 0.7 the meningitis causes a stiff neck in 70% of cases,",diagram_extracted
782,IA_11.pdf_p19,"Bayes’s rule General form P(Y|X) = αP(X|Y)P(Y) α the normalization const If we have more than one evidence var ▶ If we know the joint probability distribution P(Cavity|toothache ∧catch) = α⟨0.108,0.016⟩ ≈ ⟨0.871,0.129⟩.",narrative
783,IA_11.pdf_p19,"▶ Using Bayes’ theorem: P(Cavity|toothache ∧catch) = αP(toothache ∧catch|Cavity)P(Cavity) = αP(toothache|Cavity)P(catch|Cavity)P(Cavity) Conditional independence of toothache and catch, given Cavity FII,UAIC Lecture12 AI2025/2026 19/53",narrative
784,IA_11.pdf_p20,"Bayes’ theorem Conditional independence of two variables X and Y given Z: P(X,Y|Z) = P(X|Z)P(Y|Z).",narrative
785,IA_11.pdf_p20,"Example: P(Toothache,Catch|Cavity)=P(Toothache|Cavity)P(Catch|Cavity) P(Toothache,Catch,Cavity)=P(Toothache,Catch|Cavity)P(Cavity) =P(Toothache|Cavity)P(Catch|Cavity)P(Cavity) For n symptoms cond indep, given Cavity, the size of the representation grows linearly.",narrative
786,IA_11.pdf_p20,"(cid:81) P(Cause,Effect ,...,Effect )=P(Cause) P(Effect|Cause) 1 n i i (Naive Bayes) FII,UAIC Lecture12 AI2025/2026 20/53",narrative
787,IA_11.pdf_p20,"Example is P(Toothache,Catch|Cavity)=P(Toothache|Cavity)P(Catch|Cavity)",diagram_extracted
788,IA_11.pdf_p20,(cid is 81),diagram_extracted
789,IA_11.pdf_p21,Independence and conditional independence Example 1.,narrative
790,IA_11.pdf_p21,Ion (A) and Maria (B) flip a coin 100 times.,narrative
791,IA_11.pdf_p21,Everyone has a different coin.,narrative
792,IA_11.pdf_p21,"▶ independent events P(A|B) = P(A),P(B|A) = P(B) The result of one experiment does not influence the result of the other experiment.",narrative
793,IA_11.pdf_p21,"Ion and Maria use the same coin ▶ if the coin is not correct, event A (John) may bring informations on event B (Mary) ▶ the events are not independent FII,UAIC Lecture12 AI2025/2026 21/53",narrative
794,IA_11.pdf_p22,Independence and conditional independece Example 3.,narrative
795,IA_11.pdf_p22,"Ion and Maria live in different areas of the city and come to work by tram and car, respectively ▶ ”John was late” and ”Mary was late” may be considered independent ▶ if the tram drivers are on strike, then road traffic also increases; the events are conditionally independent FII,UAIC Lecture12 AI2025/2026 22/53",narrative
796,IA_11.pdf_p23,"Content Introduction Inference Independence Bayes’ rule Bayesian networks Inference in Bayesian Networks FII,UAIC Lecture12 AI2025/2026 23/53",narrative
797,IA_11.pdf_p24,"Bayesian networks ▶ Probabilistic graphical models that represent dependencies between variables ▶ Representation of information related to probabilistic events help us to perform reasoning efficiently ▶ Applications: systems for medical diagnosis, estimation of psychological characteristics from tests, environment modeling (polar bear populations), etc.",narrative
798,IA_11.pdf_p24,"FII,UAIC Lecture12 AI2025/2026 24/53",narrative
799,IA_11.pdf_p24,"Applications is systems for medical diagnosis, estimation of",diagram_extracted
800,IA_11.pdf_p25,"Bayesian network Is an acyclic digraph ▶ each node corresponds to a random variable (event) ▶ an arc from X to Y (X is the parent of Y): a relationship X has a direct influence on Y ▶ each node X has a conditional probability distribution i P(X |Parents(X )) (the effect of parents on the node) i i The network topology specifies conditional independence relationships: Toothache and Catch are conditionally independent, given Cavity.",narrative
801,IA_11.pdf_p25,"FII,UAIC Lecture12 AI2025/2026 25/53",narrative
802,IA_11.pdf_p25,an arc from X to Y (X is the parent of Y) is a relationship X has a,diagram_extracted
803,IA_11.pdf_p26,Bayesian networks: example Metastatic cancer is a possible cause of brain tumors and is also an explanation for increased total serum calcium.,narrative
804,IA_11.pdf_p26,Any of these could explain a patient going into a coma.,narrative
805,IA_11.pdf_p26,Severe headache is also associated with brain tumors.,narrative
806,IA_11.pdf_p26,Obs: the conditional probability tables are given next.,narrative
807,IA_11.pdf_p26,"FII,UAIC Lecture12 AI2025/2026 26/53",narrative
808,IA_11.pdf_p26,Bayesian networks is example,diagram_extracted
809,IA_11.pdf_p26,Obs is the conditional probability tables are given next.,diagram_extracted
810,IA_11.pdf_p27,"Bayesian networks: example An alarm system activates in the event of a burglary, but also in the event of an earthquake.",narrative
811,IA_11.pdf_p27,Neighbors John and Mary call the owner at work if they hear the alarm.,narrative
812,IA_11.pdf_p27,Burglary and earthquakes influence the probability of triggering the alarm.,narrative
813,IA_11.pdf_p27,The alarm influences the probability that John and Mary call.,narrative
814,IA_11.pdf_p27,We want to estimate the probability of a burglary based on who called.,narrative
815,IA_11.pdf_p27,"FII,UAIC Lecture12 AI2025/2026 27/53",narrative
817,IA_11.pdf_p28,"Simple queries A conjunction P(X = x ∧...∧X = x ) 1 1 n n The assumption of the Bayesian network model is that a variable depends only on its parents: n (cid:89) P(x ,...x ) = P(x |parents(X )) (2) 1 n i i i=1 Example: the probability of the alarm to start when there was no burglary or earthquake and John and Mary called P(j,m,a,¬b,¬e) = P(j|a)P(m|a)P(a|¬b∧¬e)P(¬b)P(¬e) = 0.90·0.70·0.001·0.999·0.998 = 0.000628 FII,UAIC Lecture12 AI2025/2026 28/53",narrative
818,IA_11.pdf_p28,(cid is 89),diagram_extracted
819,IA_11.pdf_p28,Example is the probability of the alarm to start when there was no burglary,diagram_extracted
820,IA_11.pdf_p29,"Construction of a Bayesian network We use the product rule to rewrite the joint probability distribution: P(x ,...,x ) = P(x |x ,...,x )P(x ,...,x ) 1 n n n−1 1 n−1 1 = P(x |x ,...,x )P(x |x ,...,x )...P(x |x )P(x ) n n−1 1 n−1 n−2 1 2 1 1 n (cid:89) = P(x |x ,...,x ) i i−1 1 i=1 (The chain rule) P(X |X ,...,X ) = P(X |Parents(X )) (3) i i−1 1 i i ∀X network variable, provided that Parents(X ) ⊆ {X ,...,X }.",narrative
821,IA_11.pdf_p29,"i i i−1 1 The Bayesian network is a correct representation if each node is conditionally independent on its predecessors in the ordering, given its parents.",narrative
822,IA_11.pdf_p29,"FII,UAIC Lecture12 AI2025/2026 29/53",narrative
824,IA_11.pdf_p30,"Construction of a Bayesian network ▶ Identify the set of vars {X ,...,X }.",narrative
825,IA_11.pdf_p30,Sort the variables s.t.,narrative
826,IA_11.pdf_p30,causes 1 n precede effects.,narrative
827,IA_11.pdf_p30,"▶ For i = 1,...n ▶ choose from X ,...,X a minimal set of parents s.t.",narrative
828,IA_11.pdf_p30,"equation (3) is 1 i−1 satisfied ▶ for each parent, insert an arc from it to X i ▶ add the conditional probability table P(X|Parents(X)) i i Example: P(MaryCalls|JohnCalls,Alarm,Earthquake,Burglary)=P(MaryCalls|Alarm), so Alarm is the only parent of MaryCalls FII,UAIC Lecture12 AI2025/2026 30/53",narrative
829,IA_11.pdf_p31,Topological sort ▶ Topological sort of a digraph is a linear ordering of the nodes s.t.,narrative
830,IA_11.pdf_p31,"∀A → B, A appears before B.",narrative
831,IA_11.pdf_p31,"▶ For a Bayesian network, topological sort ensures that parents will appear before children.",narrative
832,IA_11.pdf_p31,"▶ If the graph is directeda and acyclic, there is at least one solution; if there are cycles, topological sorting is not possible.",narrative
833,IA_11.pdf_p31,"FII,UAIC Lecture12 AI2025/2026 31/53",narrative
834,IA_11.pdf_p32,Topological sort: Kahn’s algorithm 1.,narrative
835,IA_11.pdf_p32,"L=∅,S ={G,A} 2.",narrative
836,IA_11.pdf_p32,"L={G},S ={A} 3. remove (GF) F cannot be added to S: ∃(AF) 4.",narrative
837,IA_11.pdf_p32,"L={G,A},S =∅ 5. remove (AF), S ={F} Time complexity: O(n+m), n 6.",narrative
838,IA_11.pdf_p32,"L={G,A,F},S =∅ vertices, m arcs 7. remove (FO), S ={O}, ... →L={G,A,F,O,X} FII,UAIC Lecture12 AI2025/2026 32/53",narrative
839,IA_11.pdf_p32,Topological sort is Kahn’s algorithm,diagram_extracted
840,IA_11.pdf_p32,F cannot be added to S is ∃(AF),diagram_extracted
841,IA_11.pdf_p32,"Time complexity is O(n+m), n",diagram_extracted
842,IA_11.pdf_p33,"Bayesian networks: advantages n variables, each influenced by at most k variables → 2k (to specify a conditional probability table) → n2k vs. Joint distribution: 2n Example: n=30 vertices, k = 5 parents → 960 vs. 109.",narrative
843,IA_11.pdf_p33,"FII,UAIC Lecture12 AI2025/2026 33/53",narrative
844,IA_11.pdf_p33,Bayesian networks is advantages,diagram_extracted
845,IA_11.pdf_p33,"Example is n=30 vertices, k = 5 parents → 960 vs. 109.",diagram_extracted
846,IA_11.pdf_p34,"Conditional independence ▶ Each variable is conditionally independent of all its non-descendants, given the parents.",narrative
847,IA_11.pdf_p34,"JohnCalls is independent of Burglary, Earthquake, MarryCalls, given Alarm.",narrative
848,IA_11.pdf_p34,"▶ Markov blanket: a node is conditionally independent of other nodes, given its parents, children, and parents of children Burglary is independent of JohnCalls and MaryCalls, given Alarm and Earthquake FII,UAIC Lecture12 AI2025/2026 34/53",narrative
849,IA_11.pdf_p34,"Markov blanket is a node is conditionally independent of other nodes,",diagram_extracted
850,IA_11.pdf_p35,"Content Introduction Inference Independence Bayes’ rule Bayesian networks Inference in Bayesian Networks FII,UAIC Lecture12 AI2025/2026 35/53",narrative
851,IA_11.pdf_p36,"Inference of marginal probabilities ▶ Compute the node probabilities, in the absence of evidence nodes ▶ For a node: compute the sum of the conditional probabilities of the possible combinations of parent values, multiplied by the parents’ probabilities of having those values.",narrative
852,IA_11.pdf_p36,"FII,UAIC Lecture12 AI2025/2026 36/53",narrative
853,IA_11.pdf_p36,For a node is compute the sum,diagram_extracted
854,IA_11.pdf_p37,"Inference of marginal probabilities: example P(f)=P(f|g,a)P(g)P(a)+P(f|g,¬a)P(g)P(¬a) +P(f|¬g,a)P(¬g)P(a)+P(f|¬g,¬a)P(¬g)P(¬a) =0.8·0.1·0.05+0.7·0.1·0.95+0.25·0.9·0.05+0.05·0.9·0.95 =0.1245 P(¬f)=1−P(f)=0.8755 FII,UAIC Lecture12 AI2025/2026 37/53",narrative
855,IA_11.pdf_p37,Inference of marginal probabilities is example,diagram_extracted
856,IA_11.pdf_p38,"Example: Fatigue and Anorexia P(o) = P(o|f)P(f)+P(o|¬f)P(¬f) = 0.6·0.1245+0.2·0.8755 = 0.25 P(¬o) = 1−P(o) = 0.75 P(x) = P(x|f)P(f)+P(x|¬f)P(¬f) = 0.5·0.1245+0.1·0.8755 = 0.15 P(¬x) = 1−P(x) = 0.85 FII,UAIC Lecture12 AI2025/2026 38/53",narrative
857,IA_11.pdf_p38,Example is Fatigue and Anorexia,diagram_extracted
858,IA_11.pdf_p39,"Inference in bayesian networks ▶ Probabilistic inference system: compute the posterior probability distribution for a set of variables, given an event ▶ X variable, E the set of evidence variables E ,...,E , e event, Y 1 m non-evidence, Y ,...Y hidden variables 1 l Posterior probability distribution P(X|e) =?",narrative
859,IA_11.pdf_p39,"Example: observe the event in which JohnCalls = true and MaryCalls = true; then, the probability of a burglary: P(Burglary|JohnCalls = true,MaryCalls = true) = ⟨0.284,0.716⟩.",narrative
860,IA_11.pdf_p39,"FII,UAIC Lecture12 AI2025/2026 39/53",narrative
861,IA_11.pdf_p39,Probabilistic inference system is compute the posterior probability,diagram_extracted
862,IA_11.pdf_p39,Example is observe the event in which JohnCalls = true and,diagram_extracted
863,IA_11.pdf_p40,"Inference by enumeration (cid:88) P(X|e) = αP(X,e) = α P(X,e,y) (1) y A Bayesian network provides a representation of the joint distribution.",narrative
864,IA_11.pdf_p40,"According to equation (2), the term P(X,e,y) can be written as a product of conditional probabilities.",narrative
865,IA_11.pdf_p40,"FII,UAIC Lecture12 AI2025/2026 40/53",narrative
867,IA_11.pdf_p41,Inference by enumeration: example Query: What is the probability of a burglary when John and Mary call?,narrative
868,IA_11.pdf_p41,"P(Burglary|JohnCalls = true,MaryCalls = true) FII,UAIC Lecture12 AI2025/2026 41/53",narrative
869,IA_11.pdf_p41,Inference by enumeration is example,diagram_extracted
870,IA_11.pdf_p41,Query is What is the probability of a burglary when John and Mary call?,diagram_extracted
871,IA_11.pdf_p42,"Inference by enumeration: example P(Burglary|JohnCalls = true,MaryCalls = true) ▶ The hidden variables are Earthquake and Alarm.",narrative
872,IA_11.pdf_p42,"(cid:80) (cid:80) P(B|j,m) = αP(B,j,m) = α P(B,j,m,e,a) e a ▶ For Burglary = true: According to (2): (cid:80) (cid:80) P(b|j,m) = α P(b)P(e)P(a|b,e)P(j|a)P(m|a) e a The term P(b) const, P(e) it doesn’t depend on a: (cid:88) (cid:88) P(b|j,m)=αP(b) P(e) P(a|b,e)P(j|a)P(m|a) e a (cid:88) =αP(b) P(e)[P(a|b,e)P(j|a)P(m|a)+ e P(¬a|b,e)P(j|¬a)P(m|¬a)] =... =α×0.00059224 FII,UAIC Lecture12 AI2025/2026 42/53",narrative
874,IA_11.pdf_p42,(cid is 80) (cid:80),diagram_extracted
876,IA_11.pdf_p42,(cid is 88) (cid:88),diagram_extracted
878,IA_11.pdf_p43,"Inference by enumeration: example For Burglary = false, according to (2): (cid:88)(cid:88) P(¬b|j,m) = α P(¬b)P(e)P(a|¬b,e)P(j|a)P(m|a) e a = ... = α×0.0014919 P(b|j,m)+P(¬b|j,m) = 1 → alpha = 479.8142 P(B|j,m) = α⟨0.00059224,0.0014919⟩ ≈ ⟨0.284,0.716⟩.",narrative
879,IA_11.pdf_p43,The probability of a burglary: 28%.,narrative
880,IA_11.pdf_p43,"Obs: to make the computation more efficient, it is recommended that the remaining nodes are first topologically sorted, i.e.",narrative
881,IA_11.pdf_p43,parents to appear before children.,narrative
882,IA_11.pdf_p43,"In this case, it will be possible to decompose the sums more easily.",narrative
883,IA_11.pdf_p43,"FII,UAIC Lecture12 AI2025/2026 43/53",narrative
885,IA_11.pdf_p43,(cid is 88)(cid:88),diagram_extracted
886,IA_11.pdf_p43,The probability of a burglary is 28%.,diagram_extracted
887,IA_11.pdf_p43,"Obs is to make the computation more efficient, it is recommended that the",diagram_extracted
888,IA_11.pdf_p44,"Example The evaluation process: FII,UAIC Lecture12 AI2025/2026 44/53",narrative
889,IA_11.pdf_p45,Inference by enumeration The algorithm evaluates expression trees in DFS order.,narrative
890,IA_11.pdf_p45,"Space complexity: O(n), n variables.",narrative
891,IA_11.pdf_p45,Time complexity: O(2n) for a network with n variables bool.,narrative
892,IA_11.pdf_p45,"FII,UAIC Lecture12 AI2025/2026 45/53",narrative
893,IA_11.pdf_p45,"The algorithm evaluates expression trees in DFS order. Space complexity is O(n),",diagram_extracted
894,IA_11.pdf_p45,n variables. Time complexity is O(2n) for a network with n variables bool.,diagram_extracted
895,IA_11.pdf_p46,"Variable elimination algorithm ▶ Obs: P(j|a)P(m|a) and P(j|¬a)P(m|¬a) are computed twice, for each value of e. ▶ Idea: perform computations from right to left (from bottom to top) and save the results.",narrative
896,IA_11.pdf_p46,"FII,UAIC Lecture12 AI2025/2026 46/53",narrative
897,IA_11.pdf_p46,"Obs is P(j|a)P(m|a) and P(j|¬a)P(m|¬a) are computed twice, for",diagram_extracted
898,IA_11.pdf_p46,Idea is perform computations from right to left (from bottom to top),diagram_extracted
899,IA_11.pdf_p47,"Variable elimination: example (cid:88) (cid:88) P(B|j,m) = αP(b) P(e) P(a|B,e)P(j|a)P(m|a) (cid:124)(cid:123)(cid:122)(cid:125) (cid:124)(cid:123)(cid:122)(cid:125) (cid:124) (cid:123)(cid:122) (cid:125)(cid:124) (cid:123)(cid:122) (cid:125)(cid:124) (cid:123)(cid:122) (cid:125) e a f1(B) f2(E) f3(A,B,E) f4(A) f5(A) ▶ Each factor f is a matrix indexed by the argument variables: i (cid:18) (cid:19) (cid:18) (cid:19) (cid:18) (cid:19) (cid:18) (cid:19) P(j|a) 0.90 P(m|a) 0.70 f (A) = = ,f (A) = = .",narrative
900,IA_11.pdf_p47,"4 P(j|¬a) 0.05 5 P(m|¬a) 0.01 f (A,B,E) is a 2x2x2 matrix.",narrative
901,IA_11.pdf_p47,"3 (cid:88) (cid:88) P(B|j,m) = αf (B)× f (E)× f (A,B,E)×f (A)×f (A) 1 2 3 4 5 e a FII,UAIC Lecture12 AI2025/2026 47/53",narrative
902,IA_11.pdf_p47,Variable elimination is example,diagram_extracted
904,IA_11.pdf_p47,(cid is 124)(cid:123)(cid:122)(cid:125) (cid:124)(cid:123)(cid:122)(cid:125) (cid:124) (cid:123)(cid:122) (cid:125)(cid:124) (cid:123)(cid:122) (cid:125)(cid:124) (cid:123)(cid:122) (cid:125),diagram_extracted
905,IA_11.pdf_p47,(cid is 18) (cid:19) (cid:18) (cid:19) (cid:18) (cid:19) (cid:18) (cid:19),diagram_extracted
907,IA_11.pdf_p48,"Variable elimination: example (cid:88) f (B,E) = f (A,B,E)×f (A)×f (A) 6 3 4 5 a = f (a,B,E)×f (a)×f (a)+f (¬a,B,E)×f (¬a)×f (¬a) 3 4 5 3 4 5 (cid:88) f (B) = f (E)×f (B,E) 7 2 6 e = f (e)×f (B,e)+f (¬e)×f (B,¬e) 2 6 2 6 P(B|j,m) = αf (B)×f (B) 1 7 FII,UAIC Lecture12 AI2025/2026 48/53",narrative
911,IA_11.pdf_p49,Approximate inference ▶ Exact algorithms cannot be applied for complex networks with hundreds of nodes.,narrative
912,IA_11.pdf_p49,Approximate inference increase computation speed.,narrative
913,IA_11.pdf_p49,"▶ Random sampling algorithms for computing conditional probabilities: Rejection sampling, Likelihood weighting.",narrative
914,IA_11.pdf_p49,▶ generate N samples from a distribution ▶ compute an approximation Pˆ for the posterior probability (converges to the true probability P) ▶ Prior sampling The probability of generating a particular event: (cid:81) S (x ...x )= P(x|parents(X))=P(x ...x ).,narrative
915,IA_11.pdf_p49,"PS 1 n i=1 i i 1 n FII,UAIC Lecture12 AI2025/2026 49/53",narrative
917,IA_11.pdf_p50,"Prior sampling: example Consider the ordering Cloudy,Sprinkler,Rain,WetGrass.",narrative
918,IA_11.pdf_p50,"SamplefromP(WetGrass|Sprinkler =false,Rain=true)=<0.9,0.1> thevaluetrue.",narrative
919,IA_11.pdf_p50,"S (t,f,t,t)=0.5×0.9×0.8×0.9=0.324=P(t,f,t,t) PS N (x ...x ) no.",narrative
920,IA_11.pdf_p50,"of samples generated for the event x ,...,x .",narrative
921,IA_11.pdf_p50,"PS 1 n 1 n lim Pˆ(x ,...,x )=lim N (x ,...,x )/N N→∞ 1 n N→∞ PS 1 n =S (x ,...,x ) PS 1 n =P(x ...x ) 1 n If in 511 samples out of 1000 ’Rain=true’, then Pˆ(Rain=true)=0.511.",narrative
922,IA_11.pdf_p50,"FII,UAIC Lecture12 AI2025/2026 50/53",narrative
923,IA_11.pdf_p50,Prior sampling is example,diagram_extracted
924,IA_11.pdf_p51,"Rejection sampling ▶ generate samples from the prior distribution ▶ reject samples that do not fit the evidence ▶ estimate Pˆ(X = x|e) N (X,e) Pˆ(X|e) = αN (X,e) = PS PS N (e) PS Example: estimate P(Rain|Sprinkler = true) Of the 100 samples generated, 73 have ’Sprinkler = false’ (rejected) and 27 have ’Sprinkler = true’; of those 27, 8 have ’Rain = true’ and 19 ’Rain = false’.",narrative
925,IA_11.pdf_p51,"P(Rain|Sprinkler = true) ≈ NORMALIZE(< 8,19 >) =< 0.296,0.704 > FII,UAIC Lecture12 AI2025/2026 51/53",narrative
926,IA_11.pdf_p51,Example is estimate P(Rain|Sprinkler = true),diagram_extracted
927,IA_11.pdf_p52,Rejection sampling Disadvantage: many samples are rejected (the no.,narrative
928,IA_11.pdf_p52,of consistent samples decreases exponentially with the no.,narrative
929,IA_11.pdf_p52,"of evidence vars) FII,UAIC Lecture12 AI2025/2026 52/53",narrative
930,IA_11.pdf_p52,Disadvantage is many samples are rejected (the no. of consistent samples decreases,diagram_extracted
932,IA_11.pdf_p53,Artificial Intelligence: A Modern Approach.,narrative
933,IA_11.pdf_p53,Quantifying Uncertainty; Ch.,narrative
934,IA_11.pdf_p53,"Probabilistic Reasoning ▶ Belief and Decision Networks https://aispace.org/bayes/ FII,UAIC Lecture12 AI2025/2026 53/53",narrative
935,IA_11.pdf_p53,"S. Russell, P. Norvig. Artificial Intelligence is A Modern Approach. Ch.",diagram_extracted
936,IA_11.pdf_p53,Belief and Decision Networks https is //aispace.org/bayes/,diagram_extracted
937,IA_5.pdf_p1,"Artificial Intelligence 3rd year, 1st semester Week 5: Game theory “The true source of uncertainty lies in the intentions of others.” Peter L. Bernstein",narrative
938,IA_5.pdf_p1,Week 5 is Game theory,diagram_extracted
939,IA_5.pdf_p2,What is a Game?,narrative
940,IA_5.pdf_p2,An adversarial search problem A interactive decision problem where ● The solution is not built exclusively by a single strategy ● Not all final states are desirable,narrative
941,IA_5.pdf_p3,These are puzzles (decision problems) and not games (interactive decision problems)!,narrative
942,IA_5.pdf_p4,A Game always has: A starting state (the game instance) ● At least one state which determines the end of the game if ● reached At least one goal for each player (not necessarily an end state) ● Rules for each player (not always the same) ● At least two sources determining changes to the current state ●,narrative
943,IA_5.pdf_p5,Additional references Stanford Game Theory Online Yale Game Theory Giacomo Bonanno Game Theory,narrative
944,IA_5.pdf_p6,Zero sum games ● Something won by a player is lost by the other(s).,narrative
945,IA_5.pdf_p6,● Also called strictly competitive games.,narrative
946,IA_5.pdf_p6,● Many games are not zero-sum!,narrative
947,IA_5.pdf_p6,Non zero-sum game: I have n money and I want to give it to a group of m players.,narrative
948,IA_5.pdf_p6,Each of the m players has to write a sum on a piece of paper visible only to them.,narrative
949,IA_5.pdf_p6,I collect all pieces of paper and total the sums.,narrative
950,IA_5.pdf_p6,"If the total is at most as much as n, each player gets the written amount, otherwise nobody gets anything.",narrative
951,IA_5.pdf_p7,Single player games ● One active player - one controlling strategy ● At least one additional source of information ● Cannot be zero-sum games Multiple player games ● Can have different rules and goals for all players.,narrative
952,IA_5.pdf_p7,● Symmetrical games: all rules and goals are the same for all players.,narrative
953,IA_5.pdf_p7,● Symmetrical games is all rules and goals,diagram_extracted
954,IA_5.pdf_p8,"Other types of games ● If the state change is determined by multiple player decisions at the same time, the game is simultaneous.",narrative
955,IA_5.pdf_p8,"● If the state change is determined in alternative turns by each player, the game has alternate moves.",narrative
956,IA_5.pdf_p8,"● If each player knows everything about the current state of the game, all previous decisions made by all players and all rules and goals of all players, the game has perfect information.",narrative
957,IA_5.pdf_p8,"● Imperfect information games: card games, kriegspiel, others.",narrative
958,IA_5.pdf_p8,"● Imperfect information games is card games, kriegspiel, others.",diagram_extracted
959,IA_5.pdf_p9,"OK, now let’s implement a game as an interactive decision problem The game: Tic-Tac-Toe On a 3x3 board two players place alternatively pieces (first one X pieces, second one O pieces) until either one of them has three pieces in the same row, column or diagonal (in which case that player has won the game), or no more pieces can be placed (in which case the game ended in a draw).",narrative
960,IA_5.pdf_p9,"Two player game, symmetrical, zero-sum, alternate moves.",narrative
961,IA_5.pdf_p9,The game is Tic-Tac-Toe,diagram_extracted
