id,source,original_text,type
401,IA_4.pdf_p13,Variabile is x = t cursul c este programat la t,diagram_extracted
402,IA_4.pdf_p14,"Probleme din lumea real˘a ▶ Planificarea orarului personalului medical ▶ Planificarea transportuluiˆın comun, a constructiei unei fabrici, , Floorplanning, etc.",narrative
403,IA_4.pdf_p14,"▶ Meeting scheduling ▶ Probleme de asignare (a profesorilor la clase) ▶ Configurare hardware, etc.",narrative
404,IA_4.pdf_p14,"Obs: multe probleme din lumea real˘a implic˘a variabile cu valori reale https://www.csplib.org/Problems/ FII,UAIC Curs4 IA2025/2026 14/60",narrative
405,IA_4.pdf_p14,Obs is multe probleme din lumea real˘a implic˘a variabile cu valori reale,diagram_extracted
406,IA_4.pdf_p14,https is //www.csplib.org/Problems/,diagram_extracted
407,IA_4.pdf_p15,"Tipuri de variabile si constrˆangeri , ▶ Variabile discrete (domenii finite (dimensiune domeniu d =⇒ O(dn) asign˘ari complete) si infinite) si continue , , ▶ Constrˆangeri ▶ unare implic˘a o singur˘a variabil˘a ex: SA̸=green ▶ binare implic˘a perechi de variabile ex: SA̸=WA Probleme CSP binare: fiecare constrˆangere se refer˘a la cel mult dou˘a variabile ▶ de ordin superior implic˘a 3 sau mai multe variabile ex: cryptarithmetic puzzle ▶ Preferinte (restrictii soft) ex: rosu este mai bun decˆat verde , , , reprezentate prin costuri asociate asign˘arilor → probleme de optimizare FII,UAIC Curs4 IA2025/2026 15/60",narrative
408,IA_4.pdf_p15,Probleme CSP binare is fiecare constrˆangere se refer˘a la cel mult dou˘a,diagram_extracted
409,IA_4.pdf_p15,Preferinte (restrictii soft) ex is rosu este mai bun decˆat verde,diagram_extracted
410,IA_4.pdf_p16,"Graful de restrictii , Nodurile sunt variabile, muchiile reprezint˘a restrictii.",narrative
411,IA_4.pdf_p16,", Algoritmii cu scop-general utilizeaz˘a structura grafului pentru a accelera c˘autarea (ex: Tasmania este o subproblem˘a independent˘a) FII,UAIC Curs4 IA2025/2026 16/60",narrative
412,IA_4.pdf_p16,c˘autarea (ex is Tasmania este o subproblem˘a independent˘a),diagram_extracted
413,IA_4.pdf_p17,"Con¸tinut Introducere Algoritmi de c˘autare ˆImbun˘at˘atirea algoritmului de c˘autare , Structura grafului de restrictii , C˘autare local˘a FII,UAIC Curs4 IA2025/2026 17/60",narrative
414,IA_4.pdf_p18,Formularea standard (c˘autare incremental˘a) St˘arile sunt definite prin valorile asignate.,narrative
415,IA_4.pdf_p18,"▶ Starea initial˘a: asignarea vid˘a, ∅ , ▶ Functia succesor: atribuie o valoare unei variabile neasignate , ▶ Testarea obiectivului: asignarea curent˘a este complet˘a FII,UAIC Curs4 IA2025/2026 18/60",narrative
416,IA_4.pdf_p18,"Starea initial˘a is asignarea vid˘a, ∅",diagram_extracted
417,IA_4.pdf_p18,Functia succesor is atribuie o valoare unei variabile neasignate,diagram_extracted
418,IA_4.pdf_p18,Testarea obiectivului is asignarea curent˘a este complet˘a,diagram_extracted
419,IA_4.pdf_p19,"Formularea standard (c˘autare incremental˘a) ▶ Solutiile se g˘asesc la adˆancimea nˆın arbore (n variabile asignate) , =⇒ utilizeaz˘a DFS ▶ Factorul de ramificare este nd, la urm˘atorul nivel (n−1)d, etc.",narrative
420,IA_4.pdf_p19,"→ n!dn frunze, dn asign˘ari posibile FII,UAIC Curs4 IA2025/2026 19/60",narrative
421,IA_4.pdf_p20,"Backtracking Asign˘arile variabilelor sunt comutative [WA = red, NT = green] la fel ca [NT = green, WA = red] La fiecare nod consider˘am asignarea unei singure variabile (nu intr˘aˆın conflict cu asignarea curent˘a) =⇒ d noduri pe nivel si dn frunze , C˘autarea DFS pentru CSP cu asign˘ari pentru o singur˘a variabil˘a: backtracking.",narrative
422,IA_4.pdf_p20,Backtracking este algoritmul de baz˘a neinformat pentru CSP.,narrative
423,IA_4.pdf_p20,"FII,UAIC Curs4 IA2025/2026 20/60",narrative
424,IA_4.pdf_p21,"Exemplu Backtracking Cˆand un nod este extins, se verific˘a dac˘a fiecare stare urm˘atoare este consistent˘a,ˆınainte de a fi ad˘augat˘a.",narrative
425,IA_4.pdf_p21,"FII,UAIC Curs4 IA2025/2026 21/60",narrative
426,IA_4.pdf_p22,Backtracking Backtracking = DFS + ordonarea variabilelor + fail-on-violation Poate rezolva problema celor n regine pentru n ≈ 25.,narrative
427,IA_4.pdf_p22,"FII,UAIC Curs4 IA2025/2026 22/60",narrative
428,IA_4.pdf_p23,"Con¸tinut Introducere Algoritmi de c˘autare ˆImbun˘at˘atirea algoritmului de c˘autare , Structura grafului de restrictii , C˘autare local˘a FII,UAIC Curs4 IA2025/2026 23/60",narrative
429,IA_4.pdf_p24,"ˆ Imbun˘at˘atirea algoritmului de c˘autare , 1.",narrative
430,IA_4.pdf_p24,Ce variabil˘a trebuie asignat˘a?,narrative
431,IA_4.pdf_p24,ˆIn ce ordine trebuie verificate valorile?,narrative
432,IA_4.pdf_p24,Putem detecta esecul mai devreme?,narrative
433,IA_4.pdf_p24,Putem profita de structura problemei?,narrative
434,IA_4.pdf_p24,"FII,UAIC Curs4 IA2025/2026 24/60",narrative
435,IA_4.pdf_p25,"Minimum-remaining-values Minimum-remaining-values (MRV): alege variabila cu cele mai putine , valori permise (variabila cea mai constrˆans˘a).",narrative
436,IA_4.pdf_p25,"”Fail-first” heuristic FII,UAIC Curs4 IA2025/2026 25/60",narrative
437,IA_4.pdf_p25,Minimum-remaining-values (MRV) is alege variabila cu cele mai putine,diagram_extracted
438,IA_4.pdf_p26,"Least-constraining-value Least-constraining-value: alege valoarea cea mai putin constrˆans˘a , (cea care exclude cele mai putine valori) , Exemplu: ce valoare alegem pentru Q?",narrative
439,IA_4.pdf_p26,Combinarea acestor euristici face posibil˘a rezolvarea problemei 1000-regine.,narrative
440,IA_4.pdf_p26,"FII,UAIC Curs4 IA2025/2026 26/60",narrative
441,IA_4.pdf_p26,Least-constraining-value is alege valoarea cea mai putin constrˆans˘a,diagram_extracted
442,IA_4.pdf_p26,Exemplu is ce valoare alegem pentru Q?,diagram_extracted
443,IA_4.pdf_p27,"Chestionar FII,UAIC Curs4 IA2025/2026 27/60",narrative
444,IA_4.pdf_p28,"Chestionar FII,UAIC Curs4 IA2025/2026 28/60",narrative
445,IA_4.pdf_p29,"Forward checking Idee: actualizeaz˘a domeniul variabilelor neasignate ▶ atunci cˆand select˘am o valoare pentru o variabil˘a, elimin˘a valoarea din domeniul variabilelor neasignate, conectate cu aceasta FII,UAIC Curs4 IA2025/2026 29/60",narrative
446,IA_4.pdf_p29,Idee is actualizeaz˘a domeniul variabilelor neasignate,diagram_extracted
447,IA_4.pdf_p30,"Forward checking Idee: actualizeaz˘a domeniul variabilelor neasignate ▶ atunci cˆand select˘am o valoare pentru o variabil˘a, elimin˘a valoarea din domeniul variabilelor neasignate, conectate cu aceasta FII,UAIC Curs4 IA2025/2026 30/60",narrative
449,IA_4.pdf_p31,"Forward checking Idee: actualizeaz˘a domeniul variabilelor neasignate ▶ atunci cˆand select˘am o valoare pentru o variabil˘a, elimin˘a valoarea din domeniul variabilelor neasignate, conectate cu aceasta FII,UAIC Curs4 IA2025/2026 31/60",narrative
451,IA_4.pdf_p32,"Forward checking Idee: actualizeaz˘a domeniul variabilelor neasignate ▶ atunci cˆand select˘am o valoare pentru o variabil˘a, elimin˘a valoarea din domeniul variabilelor neasignate, conectate cu aceasta FII,UAIC Curs4 IA2025/2026 32/60",narrative
453,IA_4.pdf_p33,"Forward checking - algoritm FII,UAIC Curs4 IA2025/2026 33/60",narrative
454,IA_4.pdf_p34,"Generalized look ahead FII,UAIC Curs4 IA2025/2026 34/60",narrative
455,IA_4.pdf_p35,"Propagarea constrˆangerilor Forward checking propag˘a informatii variabilelor neasignate, dar nu asigur˘a , detectarea timpurie a esecurilor: , NT si SA nu pot fi colorate ambele cu albastru!",narrative
456,IA_4.pdf_p35,", Nu exist˘a propagareˆıntre variabilele neasignate!",narrative
457,IA_4.pdf_p35,"FII,UAIC Curs4 IA2025/2026 35/60",narrative
458,IA_4.pdf_p36,Arc consistency Arc consistency: cea mai simpl˘a form˘a de propagare; face ca fiecare arc s˘a fie consistent.,narrative
459,IA_4.pdf_p36,"X → Y este consistent dac˘a si numai dac˘a , pentru fiecare valoare x a lui X, exist˘a o valoare permis˘a y pentru Y FII,UAIC Curs4 IA2025/2026 36/60",narrative
460,IA_4.pdf_p36,Arc consistency is cea mai simpl˘a form˘a de propagare; face ca fiecare arc s˘a,diagram_extracted
462,IA_4.pdf_p37,"X → Y este consistent dac˘a si numai dac˘a , pentru fiecare valoare x a lui X, exist˘a o valoare permis˘a y pentru Y FII,UAIC Curs4 IA2025/2026 37/60",narrative
465,IA_4.pdf_p38,"X → Y este consistent dac˘a si numai dac˘a , pentru fiecare valoare x a lui X, exist˘a o valoare permis˘a y pentru Y Dac˘a X pierde o valoare, vecinii lui X trebuie verificati.",narrative
466,IA_4.pdf_p38,", FII,UAIC Curs4 IA2025/2026 38/60",narrative
469,IA_4.pdf_p39,"X → Y este consistent dac˘a si numai dac˘a , pentru fiecare valoare x a lui X, exist˘a o valoare permis˘a y pentru Y Daca X pierde o valoare, vecinii lui X trebuie verificati.",narrative
470,IA_4.pdf_p39,", Arc consistency detecteaz˘a esecul mai devreme decˆat Forward checking.",narrative
471,IA_4.pdf_p39,", Poate fi executat ca un pas de preprocesare sau dup˘a fiecare asignare.",narrative
472,IA_4.pdf_p39,"FII,UAIC Curs4 IA2025/2026 39/60",narrative
474,IA_4.pdf_p40,Algoritmul Arc consistency Fiecare arc e ad˘augatˆın Q de max d ori.,narrative
475,IA_4.pdf_p40,Complexitate timp: O(n2d3); versiuni O(n2d2).,narrative
476,IA_4.pdf_p40,"FII,UAIC Curs4 IA2025/2026 40/60",narrative
477,IA_4.pdf_p40,Complexitate timp is versiuni,diagram_extracted
478,IA_4.pdf_p41,"Propagarea constrˆangerilor ▶ 3-consistent˘a (path consistency), k-consistent˘a , , k-consistent˘a: orice asignare consistent˘a a k −1 variabile poate fi , extins˘a la o instantiere de k variabile , Dac˘a o problem˘a CSP cu n variabile este n-consistent˘a, atunci nu mai e necesar˘a c˘autarea Backtracking.",narrative
479,IA_4.pdf_p41,"▶ Utilizarea tehnicilor de propagare a constrˆangerilor implic˘a si o , crestere a timpului de executie , , ▶ un compromisˆıntre propagare si c˘autare; dac˘a propagarea dureaz˘a mai , mult decˆat c˘autarea, atunci nu se merit˘a FII,UAIC Curs4 IA2025/2026 41/60",narrative
480,IA_4.pdf_p41,k-consistent˘a is orice asignare consistent˘a a k −1 variabile poate fi,diagram_extracted
481,IA_4.pdf_p42,"Conflict-Directed Backjumping (CBJ) ▶ Backtracking: neˆıntoarcem la variabila anterioar˘a pentru a-i asigna o nou˘a valoare ▶ neˆıntoarcem UN nivelˆın arborele de c˘autare ▶ Cˆand ajungemˆıntr-un punct din care nu mai putem continua (datorit˘a unei inconsistente), putemˆıncerca s˘a identific˘am cauza problemei , ▶ ˆın loc s˘a neˆıntoarcem un nivel, ne putemˆıntoarce direct la variabila care a cauzat problema FII,UAIC Curs4 IA2025/2026 42/60",narrative
482,IA_4.pdf_p42,Backtracking is neˆıntoarcem la variabila anterioar˘a pentru a-i asigna o,diagram_extracted
483,IA_4.pdf_p43,"Conflict-Directed Backjumping ▶ Idee: Mentine o multime de conflicte CONFLICT SET pentru fiecare , , variabil˘a (actualizat˘a pe m˘asur˘a ce asign˘am valori variabilelor) ▶ Consider˘am variabila curent˘a X .",narrative
484,IA_4.pdf_p43,"Multimea CONFLICT SET a lui X i , i este multimea de VARIABILE ASIGNATE ANTERIOR conectate cu , X (datorit˘a unei restrictii) i , ▶ Dac˘a nu am identificat o asignare valid˘a pentru variabila curent˘a X , i neˆINTOARCEM la variabila X , din multimea de conflicte a lui X , k , i cea mai apropiat˘a ▶ Actualiz˘am multimea de conflicte a lui X , k CONFLICT SET(X ) = k CONFLICT SET(X )∪CONFLICT SET(X )\X k i k FII,UAIC Curs4 IA2025/2026 43/60",narrative
485,IA_4.pdf_p43,Idee is Mentine o multime de conflicte CONFLICT SET pentru fiecare,diagram_extracted
486,IA_4.pdf_p44,"Conflict-Directed Backjumping Exemplu: colorarea unei h˘arti , X nu esteˆın multimea de conflicte a lui X ; neˆıntoarcem la cea mai 7 , 3 apropiat˘a variabil˘a din multimea de conflicte (X ) , 6 FII,UAIC Curs4 IA2025/2026 44/60",narrative
487,IA_4.pdf_p44,Exemplu is colorarea unei h˘arti,diagram_extracted
488,IA_4.pdf_p45,"Conflict-Directed Backjumping FII,UAIC Curs4 IA2025/2026 45/60",narrative
489,IA_4.pdf_p46,"Conflict-Directed Backjumping FII,UAIC Curs4 IA2025/2026 46/60",narrative
490,IA_4.pdf_p47,"Con¸tinut Introducere Algoritmi de c˘autare ˆImbun˘at˘atirea algoritmului de c˘autare , Structura grafului de restrictii , C˘autare local˘a FII,UAIC Curs4 IA2025/2026 47/60",narrative
491,IA_4.pdf_p48,"Structura problemei Tasmania si continentul sunt subprobleme independente , Identificabile ca si componente conexe ale grafului constrˆangerilor.",narrative
492,IA_4.pdf_p48,", FII,UAIC Curs4 IA2025/2026 48/60",narrative
493,IA_4.pdf_p49,"Structura problemei Presupunem c˘a fiecare subproblem˘a are c variabile, dintr-un total de n. Complexitateaˆın cazul cel mai nefavorabil este n/c ·dc, liniarˆın n Exemplu: n = 80, d = 2, c = 20 280 = 4 miliarde de ani la 10 milioane noduri/sec vs. 4·220 = 0.4 secunde la 10 milioane noduri/sec Sunt rare situatiile acestea.",narrative
494,IA_4.pdf_p49,", FII,UAIC Curs4 IA2025/2026 49/60",narrative
495,IA_4.pdf_p49,"Exemplu is n = 80, d = 2, c = 20",diagram_extracted
496,IA_4.pdf_p50,"Probleme CSP cu structur˘a arborescent˘a Teorem˘a: dac˘a graful de constrˆangeri nu are cicluri, problema CSP poate fi rezolvat˘aˆın O(nd2) timp.",narrative
497,IA_4.pdf_p50,"(Reamintim: pentru problemele generale CSP, complexitatea timpˆın cazul cel mai nefavorabil este O(dn)) FII,UAIC Curs4 IA2025/2026 50/60",narrative
498,IA_4.pdf_p50,"Teorem˘a is dac˘a graful de constrˆangeri nu are cicluri, problema CSP poate",diagram_extracted
499,IA_4.pdf_p50,"(Reamintim is pentru problemele generale CSP, complexitatea timpˆın cazul cel",diagram_extracted
500,IA_4.pdf_p51,"Probleme CSP cu structur˘a arborescent˘a O problem˘a CSP este directed arc-consistent pentru o ordonare X ,X ,...,X a variabilelor ⇐⇒ fiecare X este arc-consistent cu 1 2 n i X ,∀j > i. j Metod˘a: 1.",narrative
501,IA_4.pdf_p51,"Alege o variabil˘a drept r˘ad˘acin˘a, ordoneaz˘a variabilele de la r˘ad˘acin˘a la frunze a.ˆı.",narrative
502,IA_4.pdf_p51,p˘arintele fiecarui nodˆıl precedeˆın ordonare 2.,narrative
503,IA_4.pdf_p51,"For j = n downto 2, aplic˘a Make-Arc-Consistent(Parent(X ),X ) j j 3.",narrative
504,IA_4.pdf_p51,"For j = 1 to n, asigneaz˘a X (o valoare consistent˘a din domeniu) j FII,UAIC Curs4 IA2025/2026 51/60",narrative
505,IA_4.pdf_p52,Probleme CSP cu o structur˘a ”aproape” arbore Cutset conditioning ▶ Alege o submultime S de variabile a.ˆı.,narrative
506,IA_4.pdf_p52,"graful de constrangeri devine , arbore dup˘a stergerea lui S (S cutset) , ▶ Pentru fiecare asignare a variabilelor din S, sterge din domeniul , celorlalte variabile valori care sunt inconsistente cu asignarea; returneaz˘a cele dou˘a solutii.",narrative
507,IA_4.pdf_p52,", Timpul de executie O(dc ·(n−c)d2), c dimensiune cutset (rapid pentru , valori mici ale lui c) FII,UAIC Curs4 IA2025/2026 52/60",narrative
508,IA_4.pdf_p53,"Con¸tinut Introducere Algoritmi de c˘autare ˆImbun˘at˘atirea algoritmului de c˘autare , Structura grafului de restrictii , C˘autare local˘a FII,UAIC Curs4 IA2025/2026 53/60",narrative
509,IA_4.pdf_p54,"Algoritmi euristici pentru CSP Hill-climbing, Simulated annealing lucreaz˘a cu st˘ari ”complete” (toate variabilele asignate) Pentru a aplica pe probleme CSP: permitem st˘ari cu restrictii nesatisfacute , operatori care reasigneaz˘a valori variabilelor Selectarea variabilei: alege aleator o variabil˘a conflictual˘a Selectarea valorii utilizˆand euristica min-conflicts: alege valoarea careˆıncalc˘a cele mai putine restrictii , , min h(s) = num˘arul de restrictii violate , FII,UAIC Curs4 IA2025/2026 54/60",narrative
510,IA_4.pdf_p54,Selectarea variabilei is alege aleator o variabil˘a conflictual˘a,diagram_extracted
511,IA_4.pdf_p55,"Min-conflicts FII,UAIC Curs4 IA2025/2026 55/60",narrative
512,IA_4.pdf_p56,"Exemplu: 4-Regine Variabile: Q , Q , Q , Q (cˆate o regin˘a pentru fiecare coloan˘a) 1 2 3 4 Domenii: D = {1,2,3,4} (pe ce linie se afl˘a fiecare regin˘a) i Constrˆangeri: Q ̸= Q (nu pot fi pe aceeasi linie) i j , |Q −Q | ≠ |i −j| (sau pe aceeasi diagonal˘a) i j , FII,UAIC Curs4 IA2025/2026 56/60",narrative
513,IA_4.pdf_p56,Exemplu is 4-Regine,diagram_extracted
514,IA_4.pdf_p56,"Variabile is Q , Q , Q , Q (cˆate o regin˘a pentru fiecare coloan˘a)",diagram_extracted
515,IA_4.pdf_p56,"Domenii is D = {1,2,3,4} (pe ce linie se afl˘a fiecare regin˘a)",diagram_extracted
516,IA_4.pdf_p57,"Exemplu: 4-Regine ▶ Stare: 4 regine pe 4 coloane (44 = 256 st˘ari) ▶ Operatori: mut˘a regina (pe coloan˘a) ▶ Testarea obiectivului: nu exist˘a atacuri ▶ Evaluare: h(s) = num˘arul de atacuri FII,UAIC Curs4 IA2025/2026 57/60",narrative
518,IA_4.pdf_p57,Stare is 4 regine pe 4 coloane (44 = 256 st˘ari),diagram_extracted
519,IA_4.pdf_p57,Operatori is mut˘a regina (pe coloan˘a),diagram_extracted
520,IA_4.pdf_p57,Testarea obiectivului is nu exist˘a atacuri,diagram_extracted
521,IA_4.pdf_p57,Evaluare is h(s) = num˘arul de atacuri,diagram_extracted
522,IA_4.pdf_p58,"Compararea algoritmilor pentru CSP Num˘arul mediu de verific˘ari a consistentei necesare pentru a rezolva , problema FII,UAIC Curs4 IA2025/2026 58/60",narrative
523,IA_4.pdf_p59,"Concluzii ▶ Probleme de satisfacere a restrictiilor , st˘ari: asign˘ari ale variabilelor restrictii intre variabile , ▶ Backtracking ▶ Euristici de ordonare a variabilelor si selectare a valorilor , ▶ Forward-checking previne asign˘ari care garanteaz˘a esecul ulterior.",narrative
524,IA_4.pdf_p59,", Propagarea constrangerilor (Arc consistency) reduce domeniile.",narrative
525,IA_4.pdf_p59,▶ Problemele cu structur˘a arborescent˘a pot fi rezolvateˆın timp liniar.,narrative
526,IA_4.pdf_p59,▶ Metodele de c˘autare local˘a (Iterative min-conflicts) sunt de obicei eficienteˆın practic˘a.,narrative
527,IA_4.pdf_p59,"FII,UAIC Curs4 IA2025/2026 59/60",narrative
528,IA_4.pdf_p59,st˘ari is asign˘ari ale variabilelor,diagram_extracted
529,IA_4.pdf_p60,"Bibliografie ▶ S. Russell, P. Norvig.",narrative
530,IA_4.pdf_p60,Artificial Intelligence: A Modern Approach (3rd Edition).,narrative
531,IA_4.pdf_p60,"Prentice-Hall, Englewood Cliffs, NJ, 2010 (6.",narrative
532,IA_4.pdf_p60,Constraint Satisfaction Problems) ▶ R. Bartak.,narrative
533,IA_4.pdf_p60,"Constraint Programming ▶ Solvers: CP Optimizer, OR-Tools FII,UAIC Curs4 IA2025/2026 60/60",narrative
534,IA_4.pdf_p60,"S. Russell, P. Norvig. Artificial Intelligence is A Modern Approach (3rd",diagram_extracted
535,IA_4.pdf_p60,"Solvers is CP Optimizer, OR-Tools",diagram_extracted
536,IA_1.pdf_p1,"Artificial Intelligence 3rd year, 1st semester ”Science is the belief in the ignorance of experts.” Richard Feynman Lab teachers: Lecture teachers: Laura Cornei Ionuț Cristian Pistol E-mail: laura.cornei@info.uaic.ro E-mail: ionut.pistol@info.uaic.ro Diana Trandabăț Mădălina Răschip E-mail: diana.trandabat@info.uaic.ro E-mail:madalina.raschip@info.uaic.ro",narrative
537,IA_1.pdf_p1,E-mail is laura.cornei@info.uaic.ro,diagram_extracted
538,IA_1.pdf_p1,E-mail is ionut.pistol@info.uaic.ro,diagram_extracted
539,IA_1.pdf_p1,E-mail is diana.trandabat@info.uaic.ro,diagram_extracted
540,IA_1.pdf_p1,E-mail is madalina.raschip@info.uaic.ro,diagram_extracted
541,IA_1.pdf_p2,"Course information Timetable Course webpage Discord server Evaluation: ● Points given for project tasks (4) and written tests (3) at seminars(4 X 1 + 3 X 2 = L, maximum 10).",narrative
542,IA_1.pdf_p2,"● Project (PP, maximum 10).",narrative
543,IA_1.pdf_p2,"● Written exam (E, maximum 10).",narrative
544,IA_1.pdf_p2,● Bonus points for course and lab activity (B).,narrative
545,IA_1.pdf_p2,● Grades are given using the formula ROUND(L*0.4 + PP*0.2 + E*0.4 + B).,narrative
546,IA_1.pdf_p2,To pass you need E at least 5 and final score of at least 4.5.,narrative
547,IA_1.pdf_p4,Related course materials CS221: Artificial Intelligence: Principles and Techniques Lecture Videos | Artificial Intelligence | Electrical Engineering and Computer Science | MIT OpenCourseWare,narrative
548,IA_1.pdf_p4,CS221 is Artificial Intelligence: Principles and Techniques,diagram_extracted
549,IA_1.pdf_p5,"Defining Artificial Intelligence Artificial Intelligence: Wikipedia, Britannica, Merriam-Webster Intelligence: Wikipedia, Britannica, Merriam-Webster",narrative
550,IA_1.pdf_p5,"Artificial Intelligence is Wikipedia, Britannica, Merriam-Webster",diagram_extracted
551,IA_1.pdf_p5,"Intelligence is Wikipedia, Britannica, Merriam-Webster",diagram_extracted
552,IA_1.pdf_p6,Is this AI?,narrative
553,IA_1.pdf_p7,How about this?,narrative
554,IA_1.pdf_p8,This is not AI,narrative
555,IA_1.pdf_p9,Defining AI ● Turing test: is an average human able to distinguish between a human and a computer behind two terminals?,narrative
556,IA_1.pdf_p9,● Chinese room: is using rules equivalent to understanding?,narrative
557,IA_1.pdf_p9,● Strong vs weak AI,narrative
558,IA_1.pdf_p9,● Turing test is is an average human able to distinguish between a human,diagram_extracted
559,IA_1.pdf_p9,● Chinese room is is using rules equivalent to understanding?,diagram_extracted
560,IA_1.pdf_p10,"Brief history of conversational agents: 50s to 70s - templates and regular expressions <aiml version=""1.0.1"" encoding = ""UTF-8""?> <category> <pattern> HELLO ALICE </pattern> <template> Hello User </template> </category> </aiml>",narrative
561,IA_1.pdf_p11,Brief history of conversational agents: 80s to 2000s - language models and Markov chains,narrative
562,IA_1.pdf_p12,Brief history of conversational agents: Current state-of-the-art - Transformers and Reinforcement Learning,narrative
563,IA_1.pdf_p13,"To conclude this interlude… ● ChatGPTs are conversational agents, not AIs or LLMs ● Current conversational agents don’t think, they just re-use approximate human reasoning ● They need to hallucinate to cover inevitable lack of coverage ● They are (and should be used as) powerful search and summarisation engines, editors and virtual assistants.",narrative
564,IA_1.pdf_p13,● For this year’s project you will be required to use them.,narrative
565,IA_1.pdf_p14,Defining AI Knowledge vs intelligence Making decisions,narrative
570,IA_1.pdf_p16,Connectionism vs computationalism: is intelligent behaviour a consequence or a goal?,narrative
571,IA_1.pdf_p16,Connectionism: intelligence is a product of Computationalism: intelligence is a product structure of functions,narrative
572,IA_1.pdf_p16,Connectionism vs computationalism is is intelligent,diagram_extracted
573,IA_1.pdf_p16,Connectionism is intelligence is a product of Computationalism: intelligence is a product,diagram_extracted
574,IA_1.pdf_p17,"Four perspectives on AI: Acting humanly ● Computer manifest human capabilities: NLP, knowledge representation, reasoning, learning ● Pro: human intelligence is the highest form ● Cons: bird flight is the best kind of flight?",narrative
575,IA_1.pdf_p17,Four perspectives on AI is Acting humanly,diagram_extracted
576,IA_1.pdf_p17,"capabilities is NLP, knowledge",diagram_extracted
577,IA_1.pdf_p17,● Pro is human intelligence is the,diagram_extracted
578,IA_1.pdf_p17,● Cons is bird flight is the best,diagram_extracted
579,IA_1.pdf_p18,Four perspectives on AI: Thinking humanly ● Computer has similar thinking mechanisms as humans: artificial “brains” - replicated biological cognitive processes ● Pro: easy to explain and evaluate results ● Cons: do we know how humans think?,narrative
580,IA_1.pdf_p18,Four perspectives on AI is Thinking humanly,diagram_extracted
581,IA_1.pdf_p18,humans is artificial “brains” -,diagram_extracted
582,IA_1.pdf_p18,● Pro is easy to explain and,diagram_extracted
583,IA_1.pdf_p18,● Cons is do we know how,diagram_extracted
584,IA_1.pdf_p19,"Four perspectives on AI: Thinking rationally ● Computer reasons using an accepted deductive system (a set of logical rules) ● Pro: Easy to replicate, easy to prove ● Cons: Informal knowledge is not conductive to formal rules, logical solutions are not conductive to informal realities",narrative
585,IA_1.pdf_p19,Four perspectives on AI is Thinking rationally,diagram_extracted
586,IA_1.pdf_p19,"● Pro is Easy to replicate, easy to",diagram_extracted
587,IA_1.pdf_p19,● Cons is Informal knowledge is,diagram_extracted
588,IA_1.pdf_p20,"Four perspectives on AI: Acting rationally ● Computer produces rational results: rational agents with well defined scopes ● Pro: most useful results, most common type of AI ● Cons: who defines the goals?",narrative
589,IA_1.pdf_p20,can it really do everything?,narrative
590,IA_1.pdf_p20,Four perspectives on AI is Acting rationally,diagram_extracted
591,IA_1.pdf_p20,results is rational agents with,diagram_extracted
592,IA_1.pdf_p20,"● Pro is most useful results, most",diagram_extracted
593,IA_1.pdf_p20,● Cons is who defines the goals?,diagram_extracted
594,IA_1.pdf_p21,Four functional types of AI ● Reactive Machines: AI produces an output based on the provided current goal.,narrative
595,IA_1.pdf_p21,"Significant techniques: rules (deterministic or stochastic), neural networks, state and variable based models.",narrative
596,IA_1.pdf_p21,● Limited Memory: AI adapts using current experiences in order to improve future behaviour.,narrative
597,IA_1.pdf_p21,"Significant techniques: reinforcement learning, genetic algorithms - evolutive networks, LSTM models.",narrative
598,IA_1.pdf_p21,"● Theory of Mind: AI capable of analyzing, processing and predicting the human mind (behaviour and goals).",narrative
599,IA_1.pdf_p21,● Self Aware: AI capable of setting it’s own goals and changing its own behaviour.,narrative
600,IA_1.pdf_p21,● Reactive Machines is AI produces an output based on the provided current,diagram_extracted
601,IA_1.pdf_p21,"goal. Significant techniques is rules (deterministic or stochastic), neural",diagram_extracted
602,IA_1.pdf_p21,● Limited Memory is AI adapts using current experiences in order to improve,diagram_extracted
603,IA_1.pdf_p21,"future behaviour. Significant techniques is reinforcement learning, genetic",diagram_extracted
604,IA_1.pdf_p21,"● Theory of Mind is AI capable of analyzing, processing and predicting the",diagram_extracted
605,IA_1.pdf_p21,● Self Aware is AI capable of setting it’s own goals and changing its own,diagram_extracted
606,IA_1.pdf_p22,Defining a reasonable and practical decision system An decision (intelligent) system has to be able to: ● Understand a model and a goal ● Recognize and be able to employ means to reach the goal ● Decide if and when to use those means ● Provide a satisfactory answer for the established goal,narrative
607,IA_1.pdf_p23,"The pillars of modern AI Data Structures Modeling Databases Graph Algorithms Formal Languages, Automata and Compilers Knowledge Based Systems Logics for Computer Science Algorithms Design Graph Algorithms Reasoning Learning Probabilities and Statistics Machine Learning Neural Networks",narrative
608,IA_1.pdf_p24,"Modeling An AI engine should be able to describe, work with and output real-world data All models are lossy",narrative
609,IA_1.pdf_p25,"Reasoning An AI engine should be able to discover new data (concepts, relations) from the available data Inferred data can be contradicted by real data - exceptions are messy",narrative
610,IA_1.pdf_p26,An AI engine should be able to adapt it’s model for particular contexts What is learned is at best as good as the available data,narrative
611,IA_1.pdf_p27,First approach: state-based models ● in what way should I change the current state of the problem in order to get closer or reach the goal?,narrative
